Hospital,insurance_provider,total_billing,pct_of_hospital_revenue
Becker-Blackwell,Blue Cross,20504.42,100
Becker-Jennings,Medicare,8762.37,100
Becker-Johnson,Cigna,21932.93,100
Bell Group,UnitedHealthcare,29150.77,48.55
Bell Group,Aetna,21130.39,35.19
Bell Group,Medicare,9757.98,16.25
Bell Inc,Aetna,49141.02,86.58
Bell Inc,Medicare,7618.21,13.42
Bell LLC,UnitedHealthcare,49877.9,58.97
Bell LLC,Medicare,24600.31,29.09
Bell LLC,Blue Cross,10100.08,11.94
Bell Ltd,Blue Cross,34848.35,100
Bell PLC,Cigna,46143.49,70.71
Bell PLC,UnitedHealthcare,19111.08,29.29
Bell and Sons,Cigna,22064.4,100
"Bell, Baker and Jones",Aetna,48242.55,100
"Bell, Bradley and Walsh",Aetna,42165.45,100
"Bell, Cabrera and Stephens",UnitedHealthcare,46529.2,100
"Bell, Carter and Oliver",Aetna,48387.12,100
"Bell, Liu and Parker",UnitedHealthcare,8002.14,100
"Bell, Mcknight and Willis",Medicare,45213.54,100
"Bell, Mercer and Wheeler",UnitedHealthcare,22211.11,100
"Bell, Noble and Carney",Cigna,48050.61,100
"Bell, Nunez and Davis",Cigna,47999.81,100
Bell-Acevedo,Medicare,42206.57,100
Bell-Adams,Aetna,20253.07,100
Bell-Bartlett,Blue Cross,45446.4,100
Bell-Coleman,UnitedHealthcare,9794.34,100
Bell-Phillips,Blue Cross,48609.47,100
Bell-Rodriguez,Cigna,39980.41,100
Beltran Group,Blue Cross,37265.97,78.4
Beltran Group,Aetna,10265.07,21.6
Beltran LLC,UnitedHealthcare,15014.26,100
Beltran-Holland,UnitedHealthcare,35234.44,100
Beltran-Kelly,Blue Cross,21146.31,100
"Bender, Garcia and Love",Cigna,23142.13,100
"Bender, Robinson and Ford",Medicare,39291.23,100
Bender-Hall,Medicare,32550.98,100
Benitez Group,UnitedHealthcare,25881,100
Benitez PLC,Aetna,7027.13,100
Benitez-Nunez,Cigna,25200.22,100
Benitez-Smith,Medicare,42792.8,100
Benjamin and Sons,Medicare,4628.52,100
Benjamin-Cox,Medicare,25322.96,100
Bennett Group,UnitedHealthcare,45391.45,100
Bennett Inc,Aetna,46472.46,56.54
Bennett Inc,Cigna,35716,43.46
Bennett Ltd,Medicare,69474.07,76.93
Bennett Ltd,Cigna,20832.68,23.07
Bennett and Sons,Blue Cross,30454.79,51.55
Bennett and Sons,Medicare,28628.99,48.45
"Bennett, Armstrong and Duran",UnitedHealthcare,35295.25,100
"Bennett, Beck and Cooper",Medicare,10905.07,100
"Bennett, Crawford and Griffin",Blue Cross,24742.71,100
"Bennett, Garcia and Williams",UnitedHealthcare,36698.79,100
"Bennett, Jimenez and Ward",UnitedHealthcare,16088.74,100
"Bennett, Lopez and Morales",Medicare,27985.71,100
"Bennett, Ramsey and Phillips",Medicare,25257.31,100
"Bennett, Taylor and Savage",Blue Cross,26172.08,100
"Bennett, Wright and Freeman",Cigna,48137.36,100
"Bennett, Young and Patel",UnitedHealthcare,43535.02,100
Bennett-Downs,Aetna,2751.96,100
Bennett-Fields,UnitedHealthcare,8442.25,100
Bennett-Hooper,Medicare,17370.67,100
Bennett-Perez,Blue Cross,26666.07,100
Bennett-Stuart,Blue Cross,33631.46,100
Benson Inc,Cigna,10033.77,100
Benson LLC,Aetna,10981.16,100
Benson Ltd,Medicare,25205.9,100
Benson PLC,UnitedHealthcare,37102.01,62.04
Benson PLC,Cigna,22706.17,37.96
"Benson, Davis and Stevens",UnitedHealthcare,30098.89,100
Benson-Barber,Cigna,26881.39,100
Benson-Evans,Aetna,40593.27,100
Benson-Short,Cigna,48613.18,100
Benson-Whitney,Blue Cross,42051.09,100
Bentley Ltd,Cigna,7164.89,100
Bentley-Anderson,Cigna,14597.65,100
Bentley-Thomas,Medicare,16308.11,100
"Benton, Bell and Smith",Cigna,23192.02,100
"Benton, Miller and White",Medicare,44749.89,100
Berg Ltd,Medicare,44042.34,100
"Berg, Foster and Curry",Cigna,31300.29,100
Berg-Kramer,Aetna,34642.18,100
Berger Inc,Cigna,38708.23,100
Berger and Sons,Aetna,11280.99,100
"Berger, Anderson and Romero",Blue Cross,44456.83,100
"Berger, Marshall and Ramirez",Cigna,48894.47,100
Berger-Bridges,Aetna,12095.12,100
Bernard Group,Cigna,26383.99,100
Bernard-Collins,Blue Cross,38838.11,100
Berry Group,Cigna,25850.43,100
Berry Inc,Cigna,28628.37,100
Berry Ltd,Cigna,14628,70.43
Berry Ltd,Aetna,6140.66,29.57
Berry PLC,Aetna,34172.76,100
Berry and Sons,Blue Cross,10779.59,100
"Berry, Flowers and Fischer",Aetna,17701.12,100
"Berry, Mason and Martinez",Medicare,14816.25,100
"Berry, Miller and Galvan",UnitedHealthcare,12680.73,100
"Berry, Schultz and Hernandez",Cigna,16532.93,100
"Berry, Silva and Torres",UnitedHealthcare,13919.32,100
"Berry, Stone and Wood",Blue Cross,33776.8,100
Berry-Gallagher,Medicare,2628.95,100
Berry-Weber,Aetna,28445.73,100
Best Group,Medicare,9771.78,100
Best PLC,Cigna,16215.1,100
"Best, Brown and White",Medicare,42059.85,100
Best-Horton,Medicare,10962.95,100
Best-Rodriguez,UnitedHealthcare,32225.37,100
Bird Group,Cigna,25161.09,75.04
Bird Group,Medicare,8371.27,24.96
Bird PLC,Blue Cross,1827.09,100
Bishop and Sons,Medicare,37118.28,88.27
Bishop and Sons,Blue Cross,4934.62,11.73
"Bishop, Clark and Mccoy",Blue Cross,29743.36,100
"Bishop, Collins and Clark",Blue Cross,11140.94,100
"Bishop, Gordon and Garcia",Blue Cross,33622.46,100
"Bishop, Oneal and Sampson",Aetna,42030.47,100
Bishop-Powell,Cigna,26510.63,100
Bishop-Stevens,Blue Cross,25030.24,100
Black LLC,Cigna,20607.06,86.39
Black LLC,Aetna,3247.42,13.61
Black PLC,Aetna,37183.29,100
Black and Sons,UnitedHealthcare,4827.08,100
"Black, Huff and Rivera",Blue Cross,33887.57,100
"Black, Hunter and Nelson",Cigna,14345.93,100
"Black, Lamb and Liu",Medicare,18427.96,100
"Black, Williams and Olson",UnitedHealthcare,22918.09,100
Black-Butler,UnitedHealthcare,18154.35,100
Black-Davies,UnitedHealthcare,10184.75,100
Black-Evans,Blue Cross,8019.15,100
Black-Romero,Medicare,19570.61,100
Black-Scott,Aetna,24587.02,64.9
Black-Scott,Cigna,13296.35,35.1
Black-Smith,UnitedHealthcare,44991.87,60.98
Black-Smith,Blue Cross,28785.34,39.02
Black-Stanley,Aetna,15312.4,100
Black-Walker,Medicare,18604.77,100
Black-Ward,UnitedHealthcare,23931.38,100
Blackburn PLC,UnitedHealthcare,7627.09,100
Blackburn and Sons,Medicare,43988.42,100
"Blackburn, Lewis and Murphy",Blue Cross,44468.04,100
"Blackburn, Moore and Bolton",Cigna,12858.33,100
"Blackburn, Rodriguez and Martin",UnitedHealthcare,30565.48,100
Blackwell Ltd,Blue Cross,14993.88,100
"Blackwell, Aguilar and Hughes",Medicare,6164.28,100
"Blackwell, Schneider and Davis",Cigna,24081.54,100
Blackwell-Boyle,Blue Cross,30532.65,100
Blackwell-Haley,Blue Cross,33869.33,100
Blair Inc,Blue Cross,32377.18,100
Blair LLC,Cigna,23389.22,100
"Blair, Baker and Cochran",Cigna,2232.2,100
"Blair, Holmes and Oneill",Cigna,40350.04,100
"Blair, York and Shelton",Cigna,34575.1,100
Blair-Mcdonald,Medicare,14246.81,100
Blair-Sweeney,Medicare,31614.04,100
Blake PLC,Medicare,17341.41,100
Blake-Henderson,Aetna,35633.76,100
Blake-Huffman,Aetna,21209.2,100
"Blanchard, Butler and Morris",Blue Cross,16342.06,100
Blankenship Group,Aetna,46201.73,100
"Blankenship, Flores and Garrett",Cigna,35302.05,100
Blevins-Ochoa,UnitedHealthcare,44434.1,100
Bolton LLC,Cigna,23041.24,100
"Bolton, Mccormick and Benson",Blue Cross,25976.63,100
Bond Inc,Cigna,10398.84,100
Bond-Martin,Cigna,36922.02,100
Bonilla Inc,Blue Cross,25437.52,100
"Bonilla, Fox and Moss",Blue Cross,47034.01,100
"Bonilla, Gordon and Burnett",Aetna,11746.05,100
Booker Inc,Blue Cross,43750.16,100
Booker-Andrews,Blue Cross,34066.57,100
Booker-Holden,UnitedHealthcare,6256.26,100
Booker-Hughes,Medicare,31802.01,100
Booker-Little,UnitedHealthcare,8873.29,100
Boone and Sons,Cigna,26831.02,100
"Boone, Martinez and Nichols",UnitedHealthcare,25331.85,100
"Boone, Smith and Riddle",UnitedHealthcare,45969.61,100
Boone-Esparza,UnitedHealthcare,10851.18,100
Boone-Li,Blue Cross,13912.01,100
Booth LLC,Medicare,40822.8,57.83
Booth LLC,Aetna,29767.17,42.17
"Booth, Ross and Jones",Aetna,18872.5,100
"Booth, Russell and Hendricks",UnitedHealthcare,10083.53,100
Booth-Butler,Aetna,46585.34,100
Booth-Jones,Aetna,6777.18,100
Booth-Watson,UnitedHealthcare,31147.02,100
Bowen Inc,UnitedHealthcare,25806.75,100
Bowen LLC,Medicare,37057.66,100
Bowen PLC,Medicare,23228.22,100
"Bowen, Gonzales and Gibbs",Cigna,16567.23,100
"Bowen, Moore and Moody",Cigna,34865.24,100
"Bowen, Pacheco and Sullivan",Aetna,39743.38,100
"Bowen, Rivera and Jones",Medicare,42273.5,100
"Bowen, Smith and Jackson",Aetna,44382.56,100
Bowen-Harris,Medicare,4750.89,100
Bowen-Hill,Blue Cross,11989.36,100
Bowen-Koch,Blue Cross,8846.78,100
Bowen-Medina,Medicare,44852.06,100
Bowers Group,Blue Cross,18782.96,100
Bowers LLC,Medicare,37343.46,80.64
Bowers LLC,UnitedHealthcare,8968.21,19.36
Bowers PLC,Medicare,29842.21,56.38
Bowers PLC,Cigna,23091.74,43.62
Bowers and Sons,UnitedHealthcare,8670.19,100
"Bowers, Patel and Martin",UnitedHealthcare,47374.62,100
Bowers-Gomez,Aetna,16976.6,100
Bowman Inc,Cigna,45814.58,86.02
Bowman Inc,Blue Cross,7446.2,13.98
Bowman LLC,Aetna,65458.05,100
Bowman PLC,Blue Cross,64233.01,100
"Bowman, Boyd and Clark",UnitedHealthcare,47306.08,100
"Bowman, Davis and Ortiz",Medicare,24868.73,100
"Bowman, James and Smith",Medicare,19428.6,100
"Bowman, Moreno and Porter",Aetna,17698.28,100
Bowman-Bowman,Blue Cross,16484.55,100
Bowman-Davis,Aetna,22138.95,100
Bowman-Landry,UnitedHealthcare,28782.56,100
Boyd Group,Aetna,13018.57,100
Boyd LLC,Blue Cross,48779.54,100
Boyd PLC,UnitedHealthcare,23387.19,50.94
Boyd PLC,Aetna,22522.36,49.06
Boyd and Sons,Blue Cross,9842.51,100
"Boyd, Frank and Page",Medicare,15746.24,100
"Boyd, Mercado and Hendricks",Aetna,39779.33,100
"Boyd, Miller and Lopez",UnitedHealthcare,21901.83,100
"Boyd, Porter and Young",Aetna,26557.29,100
Boyd-Johnson,Cigna,32821.59,100
Boyer Ltd,Medicare,30202.86,100
"Boyer, Powell and Leach",Cigna,29645.87,100
"Boyer, Russell and Rodriguez",Aetna,43955.44,100
Boyer-Haas,Aetna,38813.45,100
Boyer-Snow,Blue Cross,25782.12,100
Boyer-Terry,Medicare,21893.43,100
Boyer-Torres,Medicare,3975.29,100
Boyle Group,Medicare,26377.99,100
"Boyle, Cervantes and Wiggins",Cigna,35048.37,100
"Boyle, Hebert and Richardson",UnitedHealthcare,25049.79,100
Bradford PLC,Medicare,23911.05,100
"Bradford, Ryan and Villa",Aetna,46876.46,100
"Bradford, Watson and Adams",Aetna,13066.62,100
Bradford-Martinez,UnitedHealthcare,35351.58,100
Bradley Group,Cigna,4337.05,100
Bradley Inc,Aetna,47986.37,100
Bradley LLC,UnitedHealthcare,21582.63,78.97
Bradley LLC,Aetna,5747.39,21.03
"Bradley, Ingram and Allen",Medicare,2414.73,100
"Bradley, Jones and Garza",Blue Cross,42734.67,100
"Bradley, Smith and Tyler",Cigna,6410.86,100
Bradley-Mosley,Blue Cross,35247.62,100
Bradley-Ward,Cigna,12314.15,100
Bradshaw Inc,UnitedHealthcare,30402.68,100
Bradshaw Ltd,Cigna,44421.37,100
Bradshaw and Sons,Blue Cross,46838.34,100
"Bradshaw, Mcdaniel and Hamilton",UnitedHealthcare,44771.86,100
"Bradshaw, Moore and Webb",Aetna,33264.41,100
Bradshaw-Adams,Aetna,15550.56,100
Brady Inc,UnitedHealthcare,34233.95,64.7
Brady Inc,Cigna,18676.71,35.3
Brady LLC,Medicare,11423.65,100
Brady Ltd,Medicare,46989.65,100
"Brady, Brown and Adams",UnitedHealthcare,1452.05,100
"Brady, Chambers and Pena",UnitedHealthcare,13055.21,100
"Brady, Perry and Gould",Aetna,8357.29,100
"Brady, Stewart and Rhodes",Aetna,46000.95,100
Brady-Ashley,Cigna,44132.59,100
Brady-Coleman,Cigna,13258.57,100
Brady-Watson,UnitedHealthcare,12897.9,100
"Branch, Rollins and Campbell",Aetna,12257.28,100
Branch-Gordon,Cigna,25717.9,100
Brandt Group,Aetna,38489.53,100
Brandt and Sons,Medicare,47399.46,100
Brandt-Barber,Blue Cross,8337.68,100
Bray-Thomas,Aetna,41734.14,100
Brennan and Sons,Cigna,21610.42,100
"Brennan, Johnson and Padilla",UnitedHealthcare,34655.8,100
Brennan-Grant,Cigna,11456.79,100
Brewer Group,Cigna,25760.99,100
Brewer Ltd,Medicare,39439.24,100
Brewer PLC,Cigna,14253.11,100
Brewer and Sons,Cigna,15237.95,100
"Brewer, Dominguez and Mitchell",Aetna,11408.93,100
"Brewer, Gonzales and Ford",Cigna,44079.35,100
"Brewer, Mccarthy and Wilson",Blue Cross,18697,100
"Brewer, Murphy and Diaz",Medicare,34704.98,100
"Brewer, Scott and Perry",Aetna,19157.25,100
"Brewer, Smith and Jones",Medicare,22068.64,100
"Brewer, Walker and White",Aetna,27664.08,100
Brewer-Ball,UnitedHealthcare,31428.77,100
Brewer-Eaton,Cigna,39038.12,100
Bridges LLC,Medicare,7264.67,100
Bridges PLC,Medicare,38761.27,100
"Bridges, Crawford and Evans",UnitedHealthcare,16542.84,100
"Bridges, Garcia and Joyce",Blue Cross,40088.25,100
"Bridges, Perkins and Villanueva",Cigna,23693.55,100
"Bridges, Stone and Jones",Blue Cross,36661.4,100
Briggs LLC,Blue Cross,38618.59,43.56
Briggs LLC,UnitedHealthcare,30126.79,33.98
Briggs LLC,Medicare,19905.46,22.45
Briggs PLC,Cigna,12709.4,100
"Briggs, Garcia and Collins",Medicare,44321.1,100
Briggs-Campos,Cigna,18089.13,100
Bright LLC,Blue Cross,35954.79,100
Bright Ltd,Blue Cross,3158.65,100
Brock Group,Medicare,9751.26,100
Brock LLC,UnitedHealthcare,33616.2,100
Brock Ltd,Blue Cross,17914.8,100
Brock PLC,Medicare,5370.05,100
Brock-Davis,Aetna,16609.27,100
Brock-Parker,Cigna,16479.9,100
Brooks Group,UnitedHealthcare,27728.57,100
Brooks LLC,UnitedHealthcare,29021.53,50.43
Brooks LLC,Cigna,17636.4,30.64
Brooks LLC,Blue Cross,10894.03,18.93
Brooks Ltd,Blue Cross,45191.84,100
Brooks PLC,Medicare,45157.04,57
Brooks PLC,Aetna,34064.74,43
"Brooks, Harris and Carter",Blue Cross,7394.23,100
"Brooks, Hoffman and Tyler",UnitedHealthcare,23365.27,100
"Brooks, Jackson and Baker",Blue Cross,14027.14,100
"Brooks, Meyer and Lee",Aetna,38950.92,100
"Brooks, Nelson and Ramirez",Cigna,47390.49,100
"Brooks, Nelson and Wheeler",Aetna,24710.21,100
"Brooks, Norman and George",UnitedHealthcare,30998.72,100
"Brooks, Payne and Jefferson",UnitedHealthcare,42667.45,100
"Brooks, Ramirez and Hutchinson",Cigna,21978.42,100
"Brooks, Williams and Long",Cigna,5061.59,100
"Brooks, Wright and Olson",Cigna,19319.41,100
Brooks-Anderson,Blue Cross,15085.36,100
Brooks-Beltran,Blue Cross,29029.24,100
Brooks-Carter,Cigna,14849.36,100
Brooks-Cline,Blue Cross,48441.33,100
Brooks-Johnson,Medicare,13431.83,100
Brooks-Jones,Cigna,35263.92,100
Brooks-Long,Aetna,36167.22,100
Brooks-Pierce,UnitedHealthcare,48911.61,100
Brooks-Porter,UnitedHealthcare,35502.1,100
Brooks-Rojas,UnitedHealthcare,22277.94,100
Brown Group,UnitedHealthcare,83758.7,63.73
Brown Group,Blue Cross,30243.63,23.01
Brown Group,Aetna,17420.57,13.26
Brown Inc,Blue Cross,51324.08,54.13
Brown Inc,Aetna,43494.38,45.87
Brown LLC,UnitedHealthcare,96285.31,33.82
Brown LLC,Aetna,90148.31,31.66
Brown LLC,Cigna,50892.51,17.88
Brown Ltd,Blue Cross,63476.65,36.13
Brown Ltd,Aetna,42187.78,24.01
Brown Ltd,Cigna,36208.42,20.61
Brown PLC,Blue Cross,51458.95,32.97
Brown PLC,Medicare,49709.63,31.85
Brown PLC,Aetna,29910.22,19.17
Brown and Sons,UnitedHealthcare,76276.3,48.03
Brown and Sons,Aetna,53648.01,33.78
Brown and Sons,Cigna,23665.19,14.9
"Brown, Allen and Carter",Aetna,25220.53,100
"Brown, Alvarez and Gonzalez",Cigna,5184.27,100
"Brown, Baker and Holland",Cigna,7076.58,100
"Brown, Brown and Torres",UnitedHealthcare,4990.6,100
"Brown, Butler and Marshall",Cigna,32186.12,100
"Brown, Carter and Valencia",UnitedHealthcare,9198.07,100
"Brown, Chase and Cook",Blue Cross,23249.35,100
"Brown, Chavez and Harris",Medicare,10233.65,100
"Brown, Duncan and Hughes",Cigna,38452.72,100
"Brown, Durham and Cordova",Cigna,29039.93,100
"Brown, Ellis and Pham",Cigna,43510.63,100
"Brown, Fernandez and Mcdonald",Blue Cross,2488.32,100
"Brown, Green and Diaz",Medicare,22111.46,100
"Brown, Guzman and Wallace",Cigna,33574.61,100
"Brown, Harrison and Calderon",Cigna,17738.07,100
"Brown, Jackson and Park",Aetna,16265.03,100
"Brown, James and Huber",Medicare,26396.07,100
"Brown, James and Wright",Cigna,20914.51,100
"Brown, Johnson and Nguyen",Medicare,12102.91,100
"Brown, Johnson and Trujillo",Aetna,27785.76,100
"Brown, Jones and Hill",UnitedHealthcare,36026.94,100
"Brown, Kelly and Ellis",Medicare,32418.3,100
"Brown, King and Bowers",Cigna,10363.25,100
"Brown, King and Wilson",UnitedHealthcare,17204.35,100
"Brown, Lambert and Miller",UnitedHealthcare,9276.53,100
"Brown, Lee and Stewart",Blue Cross,49159.46,100
"Brown, Lewis and Carroll",Aetna,35544.97,100
"Brown, Lopez and Hughes",Cigna,42466.16,100
"Brown, Lopez and Martin",UnitedHealthcare,2529.5,100
"Brown, Luna and Wallace",Blue Cross,42604.7,100
"Brown, Marshall and Johnson",Blue Cross,31681.96,100
"Brown, Martin and Anderson",Blue Cross,35655.01,100
"Brown, Martin and Johnson",Cigna,19007.95,100
"Brown, Mcclure and Roberts",UnitedHealthcare,26091.75,100
"Brown, Mckee and Woods",UnitedHealthcare,38187.58,100
"Brown, Miller and Johnson",Blue Cross,35644.05,100
"Brown, Moore and Sanchez",UnitedHealthcare,20452.85,100
"Brown, Moreno and Bell",Blue Cross,8757.44,100
"Brown, Ortiz and Todd",Aetna,46514.23,100
"Brown, Owens and Tucker",UnitedHealthcare,32711.12,100
"Brown, Sandoval and Brown",Cigna,9953.07,100
"Brown, Smith and Reeves",UnitedHealthcare,38766.63,100
"Brown, Snyder and Perkins",UnitedHealthcare,47536.94,100
"Brown, Tate and Kerr",Aetna,24919.02,100
"Brown, Tate and Taylor",Blue Cross,31216.92,100
"Brown, Taylor and Little",Aetna,4426.01,100
"Brown, Taylor and Williams",Medicare,45926.58,100
"Brown, Valdez and Brown",UnitedHealthcare,24532.46,100
"Brown, Weeks and Robbins",UnitedHealthcare,38471.53,100
"Brown, Williams and Barr",Cigna,3158.89,100
"Brown, Williams and Simmons",Cigna,4512.91,100
"Brown, Wong and Madden",UnitedHealthcare,25370.65,100
"Brown, Yang and Ortega",Blue Cross,26605.08,100
Brown-Anderson,Medicare,8156.97,100
Brown-Arnold,Medicare,39533.38,100
Brown-Baker,Blue Cross,23660.22,100
Brown-Brooks,Aetna,17283.06,100
Brown-Brown,UnitedHealthcare,23633.25,100
Brown-Bruce,UnitedHealthcare,40407.45,100
Brown-Cooper,Blue Cross,18551.5,100
Brown-Cunningham,Blue Cross,41468.33,100
Brown-Delgado,Aetna,26865.1,100
Brown-Ford,Cigna,46411.6,100
Brown-Golden,Blue Cross,22788.24,100
Brown-Gomez,Blue Cross,29769.7,100
Brown-Green,Blue Cross,2634.76,100
Brown-Hamilton,Cigna,44373.27,100
Brown-Hopkins,UnitedHealthcare,19925.44,100
Brown-Jordan,Blue Cross,30986.08,100
Brown-Lawson,Cigna,27310.46,100
Brown-Mckee,UnitedHealthcare,22508.97,100
Brown-Mitchell,UnitedHealthcare,6479.74,100
Brown-Morgan,Aetna,25969.07,100
Brown-Nguyen,Cigna,41430.88,100
Brown-Nielsen,Cigna,14029.21,100
Brown-Norris,Medicare,4474.67,100
Brown-Perez,Cigna,23444.6,100
Brown-Rodgers,Medicare,26604.25,100
Brown-Russo,UnitedHealthcare,26390.53,100
Brown-Silva,UnitedHealthcare,17599.52,100
Brown-Soto,Blue Cross,21264.45,100
Brown-Thomas,Blue Cross,39921.52,100
Brown-Torres,Blue Cross,39130.03,100
Brown-Wagner,UnitedHealthcare,7219.3,100
Brown-Walker,UnitedHealthcare,34257.65,100
Brown-Wyatt,Aetna,2605.14,100
Browning PLC,Medicare,24509.04,100
Browning-Harris,Blue Cross,13481.84,100
Bruce-Garza,Blue Cross,40919.77,100
Bryan Group,UnitedHealthcare,41041.85,100
Bryan Inc,Aetna,29556.96,100
Bryan and Sons,Aetna,48792.4,100
"Bryan, Davis and Reyes",UnitedHealthcare,45584.5,100
"Bryan, Evans and Hall",Blue Cross,25440.05,100
"Bryan, Lopez and Moore",Aetna,10332.54,100
Bryan-Brown,Medicare,42129.35,100
Bryan-Harrison,Cigna,47970.55,100
Bryant Group,UnitedHealthcare,56860.41,100
Bryant LLC,Aetna,33421.43,100
Bryant and Sons,UnitedHealthcare,36560.36,100
"Bryant, Brady and Cummings",UnitedHealthcare,20926.06,100
"Bryant, Conley and Williams",UnitedHealthcare,20131.65,100
"Bryant, Thomas and Townsend",Blue Cross,8895.14,100
Bryant-Anderson,Medicare,1731.53,100
Bryant-Gardner,Medicare,18485.09,100
Bryant-Hubbard,Cigna,41890.25,100
Bryant-Lambert,Cigna,11944.06,100
Bryant-Lowe,Medicare,4952.33,100
Bryant-Lyons,UnitedHealthcare,14001.5,100
Bryant-Stevens,Aetna,18521.02,100
Buchanan Ltd,Aetna,48074.12,62.5
Buchanan Ltd,Blue Cross,28846.66,37.5
Buchanan-Ferguson,Aetna,23861.4,100
Buchanan-Pitts,Blue Cross,12372.91,100
Buck PLC,UnitedHealthcare,3618.87,100
"Buck, Stafford and Davis",UnitedHealthcare,34303.92,100
Buck-Schultz,Cigna,7713.9,100
Buckley Group,Aetna,13793.89,100
"Buckley, Callahan and Hernandez",Blue Cross,38079.75,100
Bullock-Mcintyre,Blue Cross,4216.04,100
Bullock-Reyes,Aetna,4427.71,100
Burch PLC,Aetna,40662.87,100
"Burch, Sanchez and Russo",Medicare,11948.58,100
Burch-Benson,Medicare,5927.02,100
Burch-Gibbs,Cigna,23855.89,100
Burch-Mccarthy,UnitedHealthcare,3639.9,100
Burch-Thompson,UnitedHealthcare,47133.11,100
Burch-White,Aetna,27174.94,100
Burgess LLC,Aetna,48111.16,100
Burgess Ltd,Blue Cross,4614.9,100
"Burgess, Bowman and Cline",Medicare,32389.55,100
"Burgess, Scott and Turner",Cigna,23777.22,100
Burgess-Herrera,Medicare,24559.76,100
Burgess-Parks,Blue Cross,42185.13,100
Burke Group,UnitedHealthcare,10602.81,100
Burke Ltd,Cigna,39135.32,79.94
Burke Ltd,Aetna,9819.68,20.06
Burke PLC,Blue Cross,26277.14,51.16
Burke PLC,UnitedHealthcare,25083.94,48.84
Burke and Sons,UnitedHealthcare,18749.02,100
"Burke, Acosta and Wilson",Cigna,25892.41,100
"Burke, Butler and Miller",Blue Cross,21922.49,100
"Burke, Griffin and Cooper",UnitedHealthcare,47304.06,100
"Burke, Hammond and Henderson",Blue Cross,49191.4,100
